node,number_of_visits
0062504339,7.08e-05
0808509551,7.08e-05
0312152159,7.08e-05
0684801728,7.07e-05
060980698X,7.07e-05
0071343105,7.06e-05
1931611300,7.06e-05
0395628830,7.06e-05
0465016146,7.06e-05
157660053X,7.05e-05
0595219578,7.04e-05
1885203667,7.04e-05
0801869412,7.04e-05
0486229076,7.03e-05
0571202284,7.02e-05
0965653544,7.02e-05
0679642587,7.01e-05
0066620023,7.01e-05
0873640217,6.99e-05
0385267746,6.99e-05
0786708182,6.99e-05
0192854070,6.99e-05
1574530089,6.98e-05
0934380708,6.98e-05
0262540533,6.97e-05
1579546021,6.97e-05
0198296045,6.96e-05
0934380570,6.96e-05
1579541852,6.96e-05
1559272899,6.95e-05
0816513244,6.95e-05
094263747X,6.95e-05
0446677264,6.94e-05
1880336138,6.94e-05
0964744805,6.93e-05
0312309554,6.93e-05
0446674990,6.93e-05
0684801620,6.93e-05
0688137865,6.92e-05
0844232394,6.92e-05
1401900283,6.92e-05
0938935127,6.91e-05
1581150393,6.91e-05
0688170315,6.91e-05
0806504633,6.91e-05
0192835629,6.91e-05
1578515149,6.91e-05
006757520X,6.91e-05
0943389232,6.9e-05
0874850851,6.9e-05
0486276252,6.9e-05
0973226501,6.9e-05
0876044151,6.89e-05
0764524313,6.89e-05
0803270755,6.89e-05
093022289X,6.88e-05
0471155616,6.87e-05
0966141555,6.87e-05
1578630045,6.87e-05
0520218302,6.87e-05
0743518144,6.87e-05
0892817348,6.87e-05
0374525951,6.86e-05
0140048979,6.86e-05
0738205893,6.86e-05
0486401960,6.85e-05
0929028104,6.85e-05
0471120448,6.85e-05
0883903792,6.84e-05
0844233633,6.84e-05
1571743030,6.84e-05
0312310013,6.84e-05
0393900444,6.84e-05
0385335075,6.84e-05
1578561264,6.83e-05
083512388X,6.82e-05
0060194766,6.82e-05
B0000645W7,6.82e-05
0471176494,6.81e-05
0553211668,6.81e-05
0670889040,6.81e-05
0965337715,6.8e-05
0521479584,6.8e-05
0967025524,6.8e-05
0918825695,6.79e-05
0471988014,6.79e-05
0201508354,6.79e-05
1887472592,6.78e-05
0844236616,6.78e-05
1882577981,6.78e-05
0684862247,6.78e-05
0066619939,6.78e-05
0874778034,6.77e-05
0226468054,6.77e-05
1578512514,6.77e-05
1580082319,6.77e-05
0972488901,6.77e-05
0316720917,6.76e-05
0966469127,6.76e-05
1578566967,6.76e-05
030680686X,6.76e-05
1551802309,6.75e-05
0835607674,6.75e-05
0140178228,6.75e-05
1584500662,6.75e-05
0130654930,6.74e-05
0881846481,6.74e-05
0471315737,6.74e-05
020162236X,6.74e-05
076458555X,6.74e-05
0966279301,6.73e-05
0873649443,6.73e-05
0806508663,6.73e-05
0140440046,6.72e-05
0674272315,6.72e-05
1570270007,6.72e-05
007233973X,6.72e-05
1578511941,6.71e-05
1566634180,6.71e-05
0873377192,6.71e-05
1561707473,6.71e-05
0452277930,6.7e-05
1580624219,6.7e-05
9990482462,6.7e-05
1889262293,6.69e-05
1890009318,6.69e-05
0345420128,6.69e-05
0809247240,6.69e-05
0915132508,6.68e-05
0471569348,6.68e-05
0439388899,6.68e-05
0029015006,6.68e-05
1587611082,6.66e-05
0684856018,6.66e-05
1881052842,6.66e-05
0871137801,6.66e-05
0393971074,6.66e-05
0664248330,6.65e-05
078214148X,6.65e-05
0674004078,6.65e-05
091699029X,6.65e-05
1879237970,6.65e-05
0451190262,6.65e-05
0760725594,6.65e-05
0060956399,6.65e-05
0735200939,6.64e-05
193009728X,6.64e-05
0471347566,6.64e-05
1555612474,6.64e-05
0374159777,6.64e-05
0674008901,6.64e-05
0963298208,6.64e-05
0940352141,6.64e-05
0807737054,6.63e-05
0609809032,6.63e-05
0814477674,6.63e-05
0071388761,6.63e-05
0875160042,6.63e-05
0899666957,6.63e-05
0786867205,6.63e-05
0887309607,6.63e-05
0873647181,6.62e-05
1880451387,6.62e-05
1853260630,6.62e-05
0805065512,6.61e-05
0471236853,6.61e-05
0922729484,6.61e-05
0967097312,6.61e-05
1581600712,6.6e-05
0060197625,6.6e-05
0966200306,6.6e-05
0060558202,6.6e-05
0743520807,6.6e-05
0787954152,6.6e-05
0684843854,6.6e-05
0273649280,6.6e-05
0873375637,6.6e-05
0380730472,6.6e-05
0805410619,6.59e-05
0070067090,6.59e-05
1558607129,6.59e-05
0941188256,6.59e-05
089087753X,6.59e-05
1588720195,6.58e-05
085435493X,6.58e-05
0761512721,6.58e-05
0393976378,6.58e-05
0226401693,6.58e-05
0873374916,6.58e-05
0875161987,6.58e-05
1571780998,6.58e-05
0300000332,6.58e-05
0151003394,6.58e-05
081448008X,6.57e-05
1883553938,6.57e-05
1567183247,6.57e-05
068485600X,6.57e-05
0966103289,6.57e-05
1560254106,6.56e-05
0875161049,6.56e-05
0316525057,6.56e-05
0415043182,6.56e-05
0060988290,6.56e-05
1567184294,6.56e-05
0800786246,6.55e-05
0609803980,6.55e-05
0871315394,6.55e-05
0471105805,6.55e-05
1884956025,6.55e-05
1568385692,6.55e-05
0787957097,6.55e-05
0060007826,6.55e-05
0130276790,6.55e-05
0312258577,6.55e-05
1591840104,6.54e-05
0520227891,6.54e-05
0195066707,6.54e-05
0773762531,6.54e-05
0345427297,6.54e-05
0823025233,6.54e-05
1569246556,6.53e-05
0892812516,6.53e-05
1580910939,6.53e-05
1559942711,6.53e-05
0060961023,6.53e-05
0205193587,6.53e-05
1559770317,6.52e-05
0136119719,6.52e-05
1564144704,6.52e-05
078794694X,6.52e-05
0849313082,6.52e-05
0140123393,6.52e-05
1886230455,6.52e-05
0877288690,6.52e-05
0465090990,6.51e-05
0895948036,6.51e-05
1859847633,6.51e-05
068482521X,6.51e-05
0674002717,6.51e-05
053423982X,6.51e-05
1567403794,6.51e-05
0691005060,6.51e-05
0471589519,6.51e-05
1559635355,6.51e-05
0757000002,6.51e-05
0865472750,6.51e-05
0892815353,6.5e-05
0787951390,6.5e-05
0452280737,6.5e-05
0890894884,6.5e-05
0910019665,6.5e-05
1888739509,6.5e-05
1558747249,6.5e-05
0849942969,6.5e-05
0393978672,6.5e-05
0865430675,6.5e-05
0842336893,6.5e-05
0694518646,6.5e-05
0451526031,6.5e-05
0449909921,6.49e-05
0553470825,6.49e-05
0471333263,6.49e-05
1564558819,6.49e-05
1578565227,6.49e-05
0275964701,6.49e-05
0764517716,6.49e-05
0877193452,6.49e-05
0814477968,6.49e-05
1857881699,6.49e-05
0875848141,6.49e-05
0671725580,6.48e-05
0471293776,6.48e-05
002861738X,6.48e-05
0312091141,6.48e-05
076790012X,6.48e-05
0465026168,6.48e-05
0451527542,6.48e-05
1576850021,6.48e-05
0395718198,6.47e-05
0966232879,6.47e-05
0262600439,6.47e-05
0809246295,6.47e-05
0972763708,6.47e-05
B00006L2ZU,6.47e-05
1572242434,6.46e-05
067942802X,6.46e-05
0844231185,6.46e-05
0449911667,6.46e-05
0443072175,6.45e-05
0060906111,6.45e-05
078670960X,6.45e-05
0306802325,6.45e-05
0887307930,6.45e-05
0873375548,6.45e-05
0028609883,6.45e-05
157174200X,6.45e-05
0155063723,6.45e-05
0452280133,6.44e-05
9998878713,6.44e-05
0268000735,6.44e-05
0486266893,6.44e-05
0967742013,6.44e-05
0787947237,6.44e-05
046500721X,6.44e-05
0385238827,6.44e-05
0691095183,6.44e-05
1565115759,6.44e-05
1563704439,6.43e-05
0743504232,6.43e-05
080652023X,6.43e-05
0435906003,6.43e-05
1569246262,6.43e-05
053435923X,6.43e-05
0967097304,6.43e-05
0823004899,6.43e-05
0805062262,6.43e-05
0062516515,6.43e-05
0670879835,6.43e-05
1561708194,6.42e-05
0895263351,6.42e-05
0735713243,6.42e-05
0072131780,6.42e-05
1885273126,6.42e-05
088088066X,6.42e-05
1586851543,6.42e-05
0446353566,6.42e-05
0072429658,6.42e-05
0312154682,6.42e-05
1558746250,6.42e-05
0306803046,6.41e-05
0802117058,6.41e-05
0809233495,6.41e-05
0844235911,6.41e-05
1899836373,6.41e-05
0787911003,6.41e-05
1573220965,6.41e-05
1880394308,6.41e-05
0684851857,6.41e-05
0970929900,6.41e-05
0807043400,6.41e-05
0673996921,6.41e-05
0471264245,6.41e-05
0931580722,6.4e-05
0786882662,6.4e-05
096294470X,6.4e-05
0679730826,6.4e-05
0898629195,6.4e-05
0743224507,6.4e-05
089281554X,6.4e-05
0471037397,6.4e-05
0766825191,6.4e-05
0964263742,6.4e-05
0684827557,6.4e-05
1567181643,6.4e-05
0684850222,6.4e-05
0809228262,6.39e-05
0933347103,6.39e-05
0966583221,6.39e-05
0937765023,6.39e-05
1582971471,6.39e-05
0471247138,6.39e-05
0071362444,6.39e-05
0875165257,6.39e-05
0130928585,6.39e-05
0201357291,6.39e-05
0471230189,6.39e-05
0965262189,6.39e-05
0538880899,6.38e-05
0787947261,6.38e-05
0915811626,6.38e-05
0446523674,6.38e-05
1890009296,6.38e-05
1570622809,6.38e-05
0965748332,6.38e-05
0062513362,6.38e-05
0874850916,6.38e-05
0743517776,6.38e-05
0521423740,6.38e-05
0609611062,6.38e-05
0471575631,6.38e-05
0942963261,6.38e-05
0743525183,6.38e-05
0874778425,6.38e-05
1591391903,6.37e-05
0140127925,6.37e-05
0741411113,6.37e-05
0806508477,6.37e-05
0916410625,6.37e-05
0609804952,6.37e-05
0787967645,6.37e-05
0671736493,6.37e-05
1559275855,6.37e-05
0449905071,6.36e-05
0393049841,6.36e-05
0684872714,6.36e-05
0824516362,6.36e-05
0399146865,6.36e-05
0534349811,6.36e-05
0130348031,6.36e-05
B00005LC1A,6.36e-05
0573606056,6.36e-05
1561709433,6.36e-05
0875847943,6.36e-05
1580621929,6.36e-05
0834210983,6.36e-05
1886230404,6.36e-05
039373031X,6.36e-05
1568848676,6.36e-05
096548341X,6.36e-05
0345452135,6.35e-05
1559353260,6.35e-05
0553572229,6.35e-05
0814479251,6.35e-05
0679600701,6.35e-05
1582340641,6.35e-05
0878221921,6.34e-05
0743518136,6.34e-05
0192892878,6.34e-05
0679783369,6.34e-05
1580624596,6.34e-05
083081972X,6.34e-05
0446678325,6.34e-05
0873375343,6.34e-05
0835604225,6.34e-05
082641365X,6.34e-05
0814402453,6.34e-05
1570625433,6.34e-05
0962121932,6.34e-05
076790060X,6.34e-05
0133865738,6.34e-05
0743517784,6.34e-05
0671866427,6.34e-05
1559277300,6.33e-05
0385311834,6.33e-05
0688133649,6.33e-05
003018083X,6.33e-05
188105294X,6.33e-05
0385425333,6.33e-05
0935216588,6.33e-05
1558217835,6.33e-05
087337908X,6.33e-05
0801861098,6.33e-05
0553280376,6.33e-05
1558507299,6.33e-05
0875848710,6.33e-05
1566491568,6.33e-05
1588790231,6.33e-05
1573927473,6.32e-05
0062513974,6.32e-05
047157581X,6.32e-05
1555520472,6.32e-05
0835604381,6.32e-05
1571740961,6.32e-05
1886230498,6.32e-05
1578565375,6.32e-05
0812931750,6.32e-05
1404331352,6.32e-05
0966339304,6.32e-05
1578513014,6.32e-05
0449208028,6.32e-05
1573920576,6.32e-05
0941188655,6.32e-05
0156443503,6.32e-05
1572701331,6.32e-05
0877282587,6.32e-05
0966489136,6.32e-05
1576751155,6.31e-05
0965107507,6.31e-05
096195907X,6.31e-05
0767908252,6.31e-05
0865970084,6.31e-05
1879215349,6.31e-05
1886939535,6.31e-05
0743211456,6.31e-05
1559276959,6.31e-05
0966583299,6.31e-05
073820210X,6.3e-05
1886230080,6.3e-05
0321055551,6.3e-05
0131257668,6.3e-05
0812862864,6.3e-05
014018998X,6.3e-05
0521663849,6.3e-05
079316978X,6.3e-05
0875849342,6.3e-05
081331951X,6.3e-05
0321118022,6.3e-05
1565302990,6.3e-05
006019300X,6.3e-05
1891892002,6.3e-05
0471388203,6.29e-05
0830716017,6.29e-05
0471295620,6.29e-05
069452607X,6.29e-05
0517883708,6.29e-05
1558502963,6.29e-05
0393323161,6.29e-05
0684837099,6.29e-05
1571741682,6.29e-05
032406554X,6.29e-05
0766103005,6.29e-05
0201916045,6.29e-05
1567202381,6.29e-05
1882195019,6.29e-05
0072294345,6.29e-05
0375509119,6.29e-05
0451527526,6.29e-05
1875889469,6.29e-05
0486270602,6.29e-05
0873378326,6.28e-05
015657246X,6.28e-05
0312204655,6.28e-05
0806519827,6.28e-05
0028633938,6.28e-05
189000930X,6.28e-05
0061094536,6.28e-05
0195112717,6.28e-05
0971580804,6.28e-05
1558706585,6.28e-05
0671866753,6.28e-05
0256099391,6.28e-05
1580291007,6.28e-05
1560006250,6.28e-05
0060921013,6.27e-05
075069808X,6.27e-05
0967563100,6.27e-05
0070426732,6.27e-05
027596017X,6.27e-05
0471128902,6.27e-05
0140440550,6.27e-05
0671520660,6.27e-05
1576750612,6.27e-05
0891061371,6.27e-05
0534217745,6.27e-05
0787962481,6.27e-05
1561706140,6.27e-05
0130916706,6.27e-05
1578050952,6.27e-05
0486280411,6.27e-05
1580627595,6.27e-05
039952830X,6.26e-05
0887309321,6.26e-05
0805072756,6.26e-05
0761513361,6.26e-05
0671897810,6.26e-05
1567181651,6.26e-05
0944031595,6.26e-05
0140436154,6.26e-05
0029044308,6.26e-05
1573241091,6.26e-05
097173304X,6.26e-05
0787953954,6.26e-05
0830819088,6.26e-05
0761509046,6.26e-05
1578590701,6.26e-05
1559270888,6.26e-05
0835607070,6.25e-05
1883219051,6.25e-05
1560525266,6.25e-05
0898793475,6.25e-05
0814407714,6.25e-05
1586635603,6.25e-05
0471143383,6.25e-05
1577311280,6.25e-05
0814471412,6.25e-05
0240803981,6.25e-05
0967343925,6.25e-05
1574530445,6.25e-05
0872204200,6.25e-05
0324057865,6.24e-05
1588276821,6.24e-05
0140193383,6.24e-05
1891944096,6.24e-05
0967851408,6.24e-05
1585421251,6.24e-05
0399525777,6.24e-05
1578516153,6.24e-05
0471419192,6.24e-05
0670860859,6.24e-05
0071415165,6.24e-05
0486277984,6.24e-05
189194407X,6.24e-05
0452281881,6.24e-05
0631199829,6.24e-05
0312244037,6.24e-05
1576737373,6.24e-05
087542015X,6.23e-05
0878771301,6.23e-05
0345440331,6.23e-05
007134649X,6.23e-05
0312421435,6.23e-05
0875165710,6.23e-05
1589600584,6.23e-05
1885167288,6.23e-05
0814477887,6.23e-05
0694517291,6.23e-05
1890035173,6.22e-05
0471579351,6.22e-05
1568304684,6.22e-05
1883004004,6.22e-05
0875841996,6.22e-05
0801058279,6.22e-05
0961587504,6.22e-05
0471369799,6.22e-05
0137935633,6.22e-05
0793135958,6.22e-05
0375751467,6.22e-05
0028620895,6.22e-05
0452271924,6.22e-05
187916406X,6.22e-05
1570627487,6.22e-05
0761906320,6.21e-05
0935755780,6.21e-05
0694518816,6.21e-05
1563709228,6.21e-05
1566399327,6.21e-05
0749437200,6.21e-05
0814470351,6.21e-05
0965867900,6.21e-05
0787944777,6.21e-05
0440508967,6.21e-05
0446390984,6.21e-05
1929516053,6.21e-05
1929494157,6.21e-05
0805417702,6.21e-05
0465031269,6.21e-05
0609606980,6.21e-05
0750656255,6.21e-05
089879997X,6.21e-05
0393312879,6.21e-05
0738203327,6.21e-05
0451628810,6.21e-05
0691020310,6.21e-05
0385495196,6.21e-05
047139257X,6.21e-05
0300023731,6.2e-05
038502861X,6.2e-05
013091066X,6.2e-05
0679736158,6.2e-05
0674179269,6.2e-05
0965572145,6.2e-05
1580621163,6.2e-05
0967327911,6.2e-05
158827683X,6.2e-05
0963747711,6.2e-05
0743225694,6.2e-05
188321937X,6.2e-05
0966269616,6.2e-05
1563524694,6.2e-05
1568362242,6.2e-05
0963037900,6.2e-05
1568213778,6.2e-05
0679436537,6.2e-05
1565546504,6.2e-05
1567314163,6.2e-05
0156008548,6.2e-05
096730671X,6.2e-05
0553351702,6.2e-05
1560150386,6.19e-05
1559632232,6.19e-05
0743506502,6.19e-05
0966489128,6.19e-05
0312203497,6.19e-05
1581150466,6.19e-05
0060952652,6.19e-05
0195123875,6.19e-05
068486603X,6.19e-05
0735201609,6.19e-05
0875843042,6.19e-05
1586190423,6.19e-05
0321136462,6.19e-05
1576832821,6.19e-05
078971809X,6.19e-05
1561451304,6.18e-05
0684850818,6.18e-05
1564144941,6.18e-05
0766107493,6.18e-05
0941478076,6.18e-05
0195121597,6.18e-05
0613191455,6.18e-05
0814470629,6.18e-05
158180069X,6.18e-05
1591251494,6.18e-05
0941188299,6.18e-05
0814470424,6.18e-05
0801863406,6.18e-05
1564146014,6.18e-05
0385491670,6.18e-05
0553382179,6.18e-05
0688132464,6.18e-05
987970245X,6.18e-05
1565425960,6.18e-05
0893842672,6.18e-05
0609807196,6.18e-05
1561703133,6.17e-05
0787944386,6.17e-05
0471263036,6.17e-05
0674634411,6.17e-05
0471180025,6.17e-05
0030270162,6.17e-05
1578518199,6.17e-05
1576750833,6.17e-05
0471042277,6.17e-05
0393703134,6.17e-05
1889968536,6.17e-05
0609606964,6.16e-05
0761534113,6.16e-05
1585420158,6.16e-05
0887308392,6.16e-05
0684855550,6.16e-05
0890895694,6.16e-05
0553213369,6.16e-05
1884942024,6.16e-05
0966784510,6.16e-05
1571743812,6.16e-05
1560006218,6.16e-05
0471089656,6.16e-05
026269154X,6.16e-05
0936085452,6.16e-05
0913098604,6.16e-05
0764551450,6.16e-05
0735712638,6.16e-05
0071356177,6.16e-05
1559775661,6.16e-05
0738859168,6.16e-05
0736901914,6.16e-05
1580622070,6.15e-05
0130413895,6.15e-05
0471360090,6.15e-05
0671693409,6.15e-05
1887166440,6.15e-05
0814479863,6.15e-05
0971516502,6.15e-05
1576750051,6.15e-05
1580625509,6.15e-05
0139519483,6.15e-05
0030326214,6.15e-05
0679424733,6.15e-05
0861713494,6.15e-05
1883219027,6.15e-05
1884864120,6.15e-05
1558502580,6.15e-05
157675121X,6.15e-05
0934041571,6.14e-05
0875165079,6.14e-05
0140440275,6.14e-05
0806520779,6.14e-05
1571741259,6.14e-05
044667785X,6.14e-05
0395767857,6.14e-05
0877287090,6.14e-05
1862044775,6.14e-05
1881052540,6.14e-05
0060926910,6.14e-05
1401396674,6.14e-05
1570429979,6.14e-05
0967156548,6.14e-05
0443050600,6.14e-05
0898798248,6.14e-05
1576600327,6.14e-05
1559277297,6.14e-05
0844230006,6.14e-05
0452269806,6.14e-05
0840743777,6.14e-05
020201178X,6.13e-05
0273652419,6.13e-05
0805063471,6.13e-05
1582700648,6.13e-05
061825305X,6.13e-05
0671687964,6.13e-05
0877739986,6.13e-05
0873377184,6.13e-05
1569247501,6.13e-05
0922356572,6.13e-05
0679603255,6.13e-05
0809241137,6.13e-05
097106301X,6.13e-05
0130113336,6.13e-05
0446672238,6.13e-05
0471584967,6.13e-05
0937779148,6.13e-05
0446678546,6.12e-05
0060928204,6.12e-05
0471193674,6.12e-05
0446678295,6.12e-05
0877880727,6.12e-05
0965053423,6.12e-05
0195147057,6.12e-05
096727950X,6.12e-05
0060926341,6.12e-05
0919345530,6.12e-05
1574533924,6.12e-05
0385468059,6.12e-05
1572242418,6.12e-05
0451627768,6.12e-05
0762103531,6.12e-05
0471013994,6.12e-05
0844234125,6.12e-05
0945999801,6.12e-05
0970067798,6.12e-05
0943412064,6.12e-05
1582971404,6.12e-05
0914295985,6.12e-05
0201311402,6.12e-05
0913866164,6.11e-05
0385490844,6.11e-05
0860918963,6.11e-05
0425168735,6.11e-05
0007108435,6.11e-05
0694526088,6.11e-05
0471509485,6.11e-05
0071342052,6.11e-05
0395522641,6.11e-05
0873378016,6.11e-05
0192862154,6.11e-05
0966886801,6.11e-05
1578200296,6.11e-05
0471291064,6.11e-05
1891315072,6.1e-05
1841121495,6.1e-05
0471246549,6.1e-05
1572702907,6.1e-05
155927641X,6.1e-05
0028639766,6.1e-05
0060984031,6.1e-05
0671009141,6.1e-05
0375403493,6.1e-05
1572242272,6.1e-05
1564141861,6.1e-05
013242066X,6.1e-05
1891984136,6.1e-05
0878223061,6.1e-05
0071379681,6.1e-05
0814478603,6.1e-05
0609607529,6.1e-05
0722529783,6.1e-05
0070275521,6.09e-05
0671898914,6.09e-05
1572241810,6.09e-05
067974035X,6.09e-05
0471207942,6.09e-05
0195129148,6.09e-05
1580627080,6.09e-05
0971932506,6.09e-05
0767907639,6.09e-05
0786708425,6.09e-05
0809298147,6.09e-05
1559276916,6.09e-05
1580627099,6.09e-05
0671887920,6.09e-05
1571741941,6.09e-05
0805454020,6.09e-05
094594604X,6.09e-05
0471293393,6.09e-05
0809246848,6.09e-05
0873375645,6.09e-05
0071375627,6.08e-05
093158003X,6.08e-05
9992006684,6.08e-05
0970844492,6.08e-05
0007153732,6.08e-05
0937382000,6.08e-05
0446527831,6.08e-05
0609607715,6.08e-05
0060976519,6.08e-05
0786883812,6.08e-05
0930323645,6.08e-05
0743201256,6.08e-05
0743518098,6.08e-05
1586637134,6.08e-05
002862727X,6.08e-05
0446608661,6.08e-05
0195003640,6.08e-05
0151117039,6.07e-05
1879237660,6.07e-05
0830819746,6.07e-05
0262640376,6.07e-05
0787908223,6.07e-05
1892123002,6.07e-05
0970185804,6.07e-05
1558686150,6.07e-05
0060194790,6.07e-05
0805412662,6.07e-05
0139696946,6.07e-05
1564144828,6.07e-05
1855383640,6.07e-05
1581150296,6.07e-05
0452278961,6.07e-05
0071365001,6.07e-05
068816353X,6.07e-05
1559276908,6.07e-05
1891984357,6.07e-05
1882591232,6.07e-05
0894908243,6.06e-05
0553713728,6.06e-05
0553255959,6.06e-05
193049100X,6.06e-05
1892538067,6.06e-05
051509479X,6.06e-05
068486312X,6.06e-05
0935699007,6.06e-05
055337169X,6.06e-05
0060974176,6.06e-05
0380817446,6.06e-05
0471303526,6.06e-05
0679601872,6.06e-05
1557987203,6.06e-05
1879505592,6.06e-05
1561708178,6.06e-05
1576750558,6.06e-05
0609805045,6.05e-05
0761521046,6.05e-05
091257612X,6.05e-05
0882143484,6.05e-05
1567182984,6.05e-05
1887741003,6.05e-05
0520224558,6.05e-05
0910019576,6.05e-05
188321923X,6.05e-05
0877735131,6.05e-05
0609806939,6.05e-05
0879758856,6.05e-05
0195135326,6.05e-05
0595245625,6.05e-05
0738202304,6.05e-05
1567310311,6.05e-05
0916990141,6.05e-05
0786303425,6.05e-05
0937611980,6.05e-05
0131201158,6.05e-05
1931056870,6.05e-05
1575664151,6.05e-05
0970309902,6.04e-05
189212338X,6.04e-05
0062509438,6.04e-05
1577310411,6.04e-05
1570715858,6.04e-05
0028638425,6.04e-05
0195117646,6.04e-05
1559276851,6.04e-05
0310544718,6.04e-05
0738859176,6.04e-05
0898799309,6.04e-05
0072512601,6.04e-05
0684854910,6.04e-05
0962046310,6.04e-05
0812927419,6.04e-05
156530215X,6.04e-05
0385029039,6.04e-05
0963491792,6.04e-05
0471580503,6.04e-05
032416470X,6.04e-05
0738204005,6.03e-05
1574101323,6.03e-05
0787908606,6.03e-05
1580631991,6.03e-05
1560522992,6.03e-05
0312267738,6.03e-05
0964840138,6.03e-05
0595246397,6.03e-05
0679743421,6.03e-05
0785242473,6.03e-05
0310219604,6.03e-05
0694515302,6.03e-05
0071376496,6.02e-05
0965317102,6.02e-05
0130866822,6.02e-05
1401074758,6.02e-05
0671577166,6.02e-05
0130340731,6.02e-05
1887620028,6.02e-05
0684841223,6.02e-05
0316103748,6.02e-05
0966489144,6.02e-05
0140152601,6.02e-05
093753921X,6.02e-05
1887089012,6.02e-05
1564144283,6.02e-05
0028627385,6.02e-05
0071409394,6.02e-05
007248389X,6.02e-05
0553296744,6.02e-05
0895949040,6.01e-05
0446672882,6.01e-05
0765701502,6.01e-05
0762408332,6.01e-05
0446674702,6.01e-05
0967155304,6.01e-05
0460873806,6.01e-05
0875848893,6.01e-05
0963155032,6.01e-05
1854590995,6.01e-05
0764112627,6.01e-05
0060199245,6.01e-05
0471008796,6.01e-05
0963891804,6.01e-05
0814470734,6e-05
0813312280,6e-05
076442257X,6e-05
0131400525,6e-05
0879511532,6e-05
038072751X,6e-05
0915035200,6e-05
189000989X,6e-05
0471899992,6e-05
0471144622,6e-05
0521576040,6e-05
0471247391,6e-05
089281537X,6e-05
0743520688,6e-05
1858600545,6e-05
0521457653,6e-05
1574100556,5.99e-05
0971229058,5.99e-05
0375503668,5.99e-05
0471197084,5.99e-05
0609806998,5.99e-05
0966988302,5.99e-05
0967473004,5.99e-05
1580083579,5.99e-05
0671796402,5.99e-05
0814471714,5.99e-05
1561704555,5.99e-05
1559278099,5.99e-05
0764153676,5.99e-05
0446385328,5.99e-05
0321125304,5.99e-05
0393050947,5.99e-05
0553214829,5.99e-05
1557385513,5.99e-05
157673739X,5.99e-05
1582071063,5.99e-05
0738202878,5.99e-05
1570716587,5.99e-05
067101739X,5.98e-05
0471325465,5.98e-05
0761530983,5.98e-05
0756750555,5.98e-05
1565113500,5.98e-05
0471378259,5.98e-05
0941668045,5.98e-05
0471382582,5.98e-05
0553214632,5.98e-05
0671043358,5.98e-05
0553282999,5.98e-05
0385495188,5.98e-05
013012446X,5.98e-05
1564142787,5.98e-05
0743504224,5.98e-05
0785271589,5.98e-05
1577310160,5.98e-05
1580621716,5.98e-05
0762706600,5.98e-05
0812931459,5.98e-05
0471147214,5.98e-05
0875420761,5.98e-05
0967029104,5.98e-05
0262611465,5.98e-05
0814406262,5.98e-05
0314223169,5.98e-05
1882929241,5.98e-05
0471191191,5.98e-05
0121384101,5.98e-05
1588720055,5.97e-05
0809224380,5.97e-05
0823015726,5.97e-05
0060915803,5.97e-05
0844224480,5.97e-05
1882180879,5.97e-05
0876303203,5.97e-05
0814470653,5.97e-05
0872183718,5.97e-05
0618057072,5.97e-05
0471328464,5.97e-05
068483443X,5.96e-05
0835607933,5.96e-05
0312267509,5.96e-05
0767908457,5.96e-05
1568846991,5.96e-05
188207193X,5.96e-05
1578050383,5.96e-05
0688164668,5.96e-05
0814479502,5.96e-05
1559273658,5.96e-05
0873646215,5.96e-05
0452267560,5.96e-05
0684842688,5.96e-05
0205315119,5.96e-05
0873378199,5.96e-05
068484821X,5.96e-05
140250862X,5.96e-05
0471416215,5.96e-05
1882877039,5.96e-05
0443058504,5.96e-05
0684865238,5.95e-05
0785269126,5.95e-05
0679432965,5.95e-05
041507892X,5.95e-05
B00005LC1B,5.95e-05
068811279X,5.95e-05
0761920064,5.95e-05
1578512662,5.95e-05
1558680608,5.95e-05
0451204417,5.95e-05
0262610795,5.95e-05
0062515403,5.95e-05
1569245444,5.95e-05
0240804775,5.95e-05
0805072810,5.95e-05
0345378873,5.95e-05
1576750043,5.95e-05
0800786971,5.95e-05
0201550733,5.95e-05
0072352361,5.95e-05
0917510186,5.94e-05
1581800649,5.94e-05
0881791822,5.94e-05
1567185800,5.94e-05
1929494017,5.94e-05
0970683405,5.94e-05
0312961103,5.94e-05
0689822081,5.94e-05
087477795X,5.94e-05
047138836X,5.94e-05
0761103465,5.94e-05
0886464781,5.94e-05
1577311574,5.94e-05
0553455613,5.94e-05
0970698879,5.94e-05
1891984152,5.94e-05
0812929233,5.93e-05
1564144321,5.93e-05
0965172902,5.93e-05
0898791375,5.93e-05
0963761188,5.93e-05
0814406505,5.93e-05
0300013728,5.93e-05
0750672684,5.93e-05
0195083520,5.93e-05
0963747703,5.93e-05
0761536302,5.93e-05
1559270454,5.93e-05
0674287770,5.93e-05
1556708904,5.93e-05
0812690699,5.92e-05
0878331492,5.92e-05
0553381415,5.92e-05
0609803700,5.92e-05
0142000078,5.92e-05
0471354864,5.92e-05
007140838X,5.92e-05
1401396682,5.92e-05
0471398179,5.92e-05
0932573029,5.92e-05
1578630002,5.92e-05
0262024748,5.92e-05
0875847544,5.92e-05
0618334661,5.92e-05
1586190385,5.92e-05
0887306853,5.92e-05
1890693243,5.92e-05
0312180454,5.92e-05
0471399205,5.92e-05
0140245480,5.92e-05
0452280214,5.92e-05
0967648300,5.92e-05
0471378313,5.92e-05
